module	title	code	type	semester	credits	link	full_module_name
TSK	Introduction to Academic and Scientific Writing Publication	260.790	VU	W	3.0	https://tiss.tuwien.ac.at/course/courseDetails.xhtml?courseNr=260790&semester=2023W	Modul Freie Wahlfächer und Transferable Skills
TSK	Science and the quest for knowledge	259.446	SE	S	1.0	https://tiss.tuwien.ac.at/course/courseDetails.xhtml?courseNr=259446&semester=2024S	Modul Freie Wahlfächer und Transferable Skills
TSK	Talente Programm der TU Wien	060.003	VU	S	3.0	https://tiss.tuwien.ac.at/course/courseDetails.xhtml?courseNr=060003&semester=2024S	Modul Freie Wahlfächer und Transferable Skills
TSK	Talente Programm der TU Wien	060.003	VU	W	3.0	https://tiss.tuwien.ac.at/course/courseDetails.xhtml?courseNr=060003&semester=2023W	Modul Freie Wahlfächer und Transferable Skills
TSK	Das TU Talente - Programm für Studierende in Master- und Doktoratsstudien	629.006	VU	S	3.0	https://tiss.tuwien.ac.at/course/courseDetails.xhtml?courseNr=629006&semester=2024S	Modul Freie Wahlfächer und Transferable Skills
TSK	Das TU Talente - Programm für Studierende in Master- und Doktoratsstudien	629.006	VU	W	3.0	https://tiss.tuwien.ac.at/course/courseDetails.xhtml?courseNr=629006&semester=2023W	Modul Freie Wahlfächer und Transferable Skills
TSK	Searching prior art based on patent applications	061.001	VU	S	3.0	https://tiss.tuwien.ac.at/course/courseDetails.xhtml?courseNr=061001&semester=2024S	Modul Freie Wahlfächer und Transferable Skills
TSK	Mentoring - Mathematics (FaMe)	060.017	SE	W	2.0	https://tiss.tuwien.ac.at/course/courseDetails.xhtml?courseNr=060017&semester=2023W	Modul Freie Wahlfächer und Transferable Skills
TSK	Scientific Work: Literature Research, Citations, and Academic Writing	040.003	SE	S	2.0	https://tiss.tuwien.ac.at/course/courseDetails.xhtml?courseNr=040003&semester=2024S	Modul Freie Wahlfächer und Transferable Skills
TSK	Introduction to scientific work	251.865	VU	S	2.0	https://tiss.tuwien.ac.at/course/courseDetails.xhtml?courseNr=251865&semester=2024S	Modul Freie Wahlfächer und Transferable Skills
TSK	Scientific Work: Data Visualisation in Virtual and Augmented Reality	040.007	SE	S	3.0	https://tiss.tuwien.ac.at/course/courseDetails.xhtml?courseNr=040007&semester=2024S	Modul Freie Wahlfächer und Transferable Skills
TSK	Scientific Work: Data Visualisation in Virtual and Augmented Reality	040.007	SE	W	3.0	https://tiss.tuwien.ac.at/course/courseDetails.xhtml?courseNr=040007&semester=2023W	Modul Freie Wahlfächer und Transferable Skills
TSK	Creative and Sustainable Product, Service and Process Engineering	060.027	VU	S	3.0	https://tiss.tuwien.ac.at/course/courseDetails.xhtml?courseNr=060027&semester=2024S	Modul Freie Wahlfächer und Transferable Skills
TSK	How to bachelor and master thesis	060.030	VU	S	2.0	https://tiss.tuwien.ac.at/course/courseDetails.xhtml?courseNr=060030&semester=2024S	Modul Freie Wahlfächer und Transferable Skills
TSK	Impact of technological development - Introduction to the theory and practice of technology assessment (TA)	060.016	VO	W	2.0	https://tiss.tuwien.ac.at/course/courseDetails.xhtml?courseNr=060016&semester=2024W	Modul Freie Wahlfächer und Transferable Skills
TSK	Technology for People	061.003	VU	S	3.0	https://tiss.tuwien.ac.at/course/courseDetails.xhtml?courseNr=061003&semester=2025S	Modul Freie Wahlfächer und Transferable Skills
TSK	Technology for People	061.003	VU	W	3.0	https://tiss.tuwien.ac.at/course/courseDetails.xhtml?courseNr=061003&semester=2024W	Modul Freie Wahlfächer und Transferable Skills
TSK	Building for people	207.011	VO	W	2.0	https://tiss.tuwien.ac.at/course/courseDetails.xhtml?courseNr=207011&semester=2024W	Modul Freie Wahlfächer und Transferable Skills
TSK	Building for people :: historic.smart	251.843	VO	W	2.0	https://tiss.tuwien.ac.at/course/courseDetails.xhtml?courseNr=251843&semester=2024W	Modul Freie Wahlfächer und Transferable Skills
TSK	Building for people :: Sacral building in urban context	251.852	VO	W	2.0	https://tiss.tuwien.ac.at/course/courseDetails.xhtml?courseNr=251852&semester=2024W	Modul Freie Wahlfächer und Transferable Skills
TSK	Technology for People 2040	194.082	VU	W	3.0	https://tiss.tuwien.ac.at/course/courseDetails.xhtml?courseNr=194082&semester=2024W	Modul Freie Wahlfächer und Transferable Skills
TSK	Chemistry and Society	163.171	VO	S	3.0	https://tiss.tuwien.ac.at/course/courseDetails.xhtml?courseNr=163171&semester=2025S	Modul Freie Wahlfächer und Transferable Skills
TSK	Gender- und Diversitätskompetenz	034.009	SE	S	2.0	https://tiss.tuwien.ac.at/course/courseDetails.xhtml?courseNr=034009&semester=2025S	Modul Freie Wahlfächer und Transferable Skills
TSK	Diversity Skills (German)	064.029	UE	S	1.0	https://tiss.tuwien.ac.at/course/courseDetails.xhtml?courseNr=064029&semester=2025S	Modul Freie Wahlfächer und Transferable Skills
TSK	Diversity Skills (German)	064.029	UE	W	1.0	https://tiss.tuwien.ac.at/course/courseDetails.xhtml?courseNr=064029&semester=2024W	Modul Freie Wahlfächer und Transferable Skills
TSK	Diversity Skills (English)	064.030	UE	S	1.0	https://tiss.tuwien.ac.at/course/courseDetails.xhtml?courseNr=064030&semester=2025S	Modul Freie Wahlfächer und Transferable Skills
TSK	Diversity Skills (English)	064.030	UE	W	1.0	https://tiss.tuwien.ac.at/course/courseDetails.xhtml?courseNr=064030&semester=2024W	Modul Freie Wahlfächer und Transferable Skills
TSK	Feminist technology studies	034.016	VU	S	3.0	https://tiss.tuwien.ac.at/course/courseDetails.xhtml?courseNr=034016&semester=2025S	Modul Freie Wahlfächer und Transferable Skills
TSK	Technology and Ethics	034.012	VU	W	3.0	https://tiss.tuwien.ac.at/course/courseDetails.xhtml?courseNr=034012&semester=2024W	Modul Freie Wahlfächer und Transferable Skills
TSK	voice.of.diversity - fair job opportunities without prejudice	064.002	UE	W	1.0	https://tiss.tuwien.ac.at/course/courseDetails.xhtml?courseNr=064002&semester=2024W	Modul Freie Wahlfächer und Transferable Skills
TSK	Sustainability & Diversity in Research and Development	034.021	SE	S	2.0	https://tiss.tuwien.ac.at/course/courseDetails.xhtml?courseNr=034021&semester=2025S	Modul Freie Wahlfächer und Transferable Skills
TSK	VO Who cares? Social responsibility in science and technology development	034.025	VO	W	3.0	https://tiss.tuwien.ac.at/course/courseDetails.xhtml?courseNr=034025&semester=2024W	Modul Freie Wahlfächer und Transferable Skills
TSK	Who cares? Social responsibility in science and technology development	034.026	UE	S	3.0	https://tiss.tuwien.ac.at/course/courseDetails.xhtml?courseNr=034026&semester=2025S	Modul Freie Wahlfächer und Transferable Skills
TSK	Masculinities and technologies - approaches, theories and concepts for advanced exploration	034.027	UE	S	3.0	https://tiss.tuwien.ac.at/course/courseDetails.xhtml?courseNr=034027&semester=2025S	Modul Freie Wahlfächer und Transferable Skills
TSK	Developing a career - coping with obstacles	187.250	VO	W	3.0	https://tiss.tuwien.ac.at/course/courseDetails.xhtml?courseNr=187250&semester=2024W	Modul Freie Wahlfächer und Transferable Skills
TSK	Technik und Gender, Grundlagenvorlesung für IngenieurwissenschafterInnen	034.003	VO	S	3.0	https://tiss.tuwien.ac.at/course/courseDetails.xhtml?courseNr=034003&semester=2025S	Modul Freie Wahlfächer und Transferable Skills
TSK	Was hat Gender mit dem Technikstudium zu tun?	034.004	SE	W	2.0	https://tiss.tuwien.ac.at/course/courseDetails.xhtml?courseNr=034004&semester=2024W	Modul Freie Wahlfächer und Transferable Skills
TSK	Masculinities and Technologies: Relations, Ambivalences, Implications	034.011	VO	W	3.0	https://tiss.tuwien.ac.at/course/courseDetails.xhtml?courseNr=034011&semester=2024W	Modul Freie Wahlfächer und Transferable Skills
TSK	Introduction to diversity management	034.015	VU	S	3.0	https://tiss.tuwien.ac.at/course/courseDetails.xhtml?courseNr=034015&semester=2025S	Modul Freie Wahlfächer und Transferable Skills
TSK	Gender Aspects of Building Sciences and Environment	259.018	VO	W	1.0	https://tiss.tuwien.ac.at/course/courseDetails.xhtml?courseNr=259018&semester=2024W	Modul Freie Wahlfächer und Transferable Skills
TSK	femTUconnect – feminist networks	034.028	SE	W	3.0	https://tiss.tuwien.ac.at/course/courseDetails.xhtml?courseNr=034028&semester=2024W	Modul Freie Wahlfächer und Transferable Skills
TSK	Diversity Aspects of Building Sciences and Environment	259.084	VU	W	2.5	https://tiss.tuwien.ac.at/course/courseDetails.xhtml?courseNr=259084&semester=2024W	Modul Freie Wahlfächer und Transferable Skills
TSK	French for engineers I	064.014	VU	W	3.0	https://tiss.tuwien.ac.at/course/courseDetails.xhtml?courseNr=064014&semester=2024W	Modul Freie Wahlfächer und Transferable Skills
TSK	French for engineers II	064.035	VU	S	3.0	https://tiss.tuwien.ac.at/course/courseDetails.xhtml?courseNr=064035&semester=2025S	Modul Freie Wahlfächer und Transferable Skills
TSK	Spanish for engineers I	064.015	VU	W	3.0	https://tiss.tuwien.ac.at/course/courseDetails.xhtml?courseNr=064015&semester=2024W	Modul Freie Wahlfächer und Transferable Skills
TSK	Spanish for engineers II	064.036	VU	S	3.0	https://tiss.tuwien.ac.at/course/courseDetails.xhtml?courseNr=064036&semester=2025S	Modul Freie Wahlfächer und Transferable Skills
TSK	Syntax-based Japanese I	057.028	VO	W	6.0	https://tiss.tuwien.ac.at/course/courseDetails.xhtml?courseNr=057028&semester=2024W	Modul Freie Wahlfächer und Transferable Skills
TSK	Syntax-based Japanese I	057.030	UE	W	6.0	https://tiss.tuwien.ac.at/course/courseDetails.xhtml?courseNr=057030&semester=2024W	Modul Freie Wahlfächer und Transferable Skills
TSK	Technisches Deutsch für Internationale Studierende	064.017	VU	S	3.0	https://tiss.tuwien.ac.at/course/courseDetails.xhtml?courseNr=064017&semester=2025S	Modul Freie Wahlfächer und Transferable Skills
TSK	Technisches Deutsch für Internationale Studierende	064.017	VU	W	3.0	https://tiss.tuwien.ac.at/course/courseDetails.xhtml?courseNr=064017&semester=2024W	Modul Freie Wahlfächer und Transferable Skills
TSK	Technical Chinese III	064.018	VU	W	3.0	https://tiss.tuwien.ac.at/course/courseDetails.xhtml?courseNr=064018&semester=2024W	Modul Freie Wahlfächer und Transferable Skills
TSK	Technical English Presentation A	064.019	VU	S	3.0	https://tiss.tuwien.ac.at/course/courseDetails.xhtml?courseNr=064019&semester=2025S	Modul Freie Wahlfächer und Transferable Skills
TSK	Technical English Presentation A	064.019	VU	W	3.0	https://tiss.tuwien.ac.at/course/courseDetails.xhtml?courseNr=064019&semester=2024W	Modul Freie Wahlfächer und Transferable Skills
TSK	Technical English Communication A	064.020	VU	S	3.0	https://tiss.tuwien.ac.at/course/courseDetails.xhtml?courseNr=064020&semester=2025S	Modul Freie Wahlfächer und Transferable Skills
TSK	Technical English Communication A	064.020	VU	W	3.0	https://tiss.tuwien.ac.at/course/courseDetails.xhtml?courseNr=064020&semester=2024W	Modul Freie Wahlfächer und Transferable Skills
TSK	Technical English Presentation B	064.021	VU	S	3.0	https://tiss.tuwien.ac.at/course/courseDetails.xhtml?courseNr=064021&semester=2025S	Modul Freie Wahlfächer und Transferable Skills
TSK	Technical English Presentation B	064.021	VU	W	3.0	https://tiss.tuwien.ac.at/course/courseDetails.xhtml?courseNr=064021&semester=2024W	Modul Freie Wahlfächer und Transferable Skills
TSK	Technical English Communication B	064.022	VU	S	3.0	https://tiss.tuwien.ac.at/course/courseDetails.xhtml?courseNr=064022&semester=2025S	Modul Freie Wahlfächer und Transferable Skills
TSK	Technical English Communication B	064.022	VU	W	3.0	https://tiss.tuwien.ac.at/course/courseDetails.xhtml?courseNr=064022&semester=2024W	Modul Freie Wahlfächer und Transferable Skills
TSK	Technical Italien I	064.024	VU	W	3.0	https://tiss.tuwien.ac.at/course/courseDetails.xhtml?courseNr=064024&semester=2024W	Modul Freie Wahlfächer und Transferable Skills
TSK	Technical Italien II	064.039	VU	S	3.0	https://tiss.tuwien.ac.at/course/courseDetails.xhtml?courseNr=064039&semester=2025S	Modul Freie Wahlfächer und Transferable Skills
TSK	Swedish for Engineers 1	060.028	VU	W	3.0	https://tiss.tuwien.ac.at/course/courseDetails.xhtml?courseNr=060028&semester=2024W	Modul Freie Wahlfächer und Transferable Skills
TSK	Swedish for Engineers 2	064.040	VU	S	3.0	https://tiss.tuwien.ac.at/course/courseDetails.xhtml?courseNr=064040&semester=2025S	Modul Freie Wahlfächer und Transferable Skills
TSK	Development of technical terms in ÖGS	064.007	VU	S	3.0	https://tiss.tuwien.ac.at/course/courseDetails.xhtml?courseNr=064007&semester=2025S	Modul Freie Wahlfächer und Transferable Skills
TSK	Development of technical terms in ÖGS	064.007	VU	W	3.0	https://tiss.tuwien.ac.at/course/courseDetails.xhtml?courseNr=064007&semester=2024W	Modul Freie Wahlfächer und Transferable Skills
TSK	Introduction to Austrian Sign Language and Deaf Culture	064.010	VU	S	1.0	https://tiss.tuwien.ac.at/course/courseDetails.xhtml?courseNr=064010&semester=2025S	Modul Freie Wahlfächer und Transferable Skills
TSK	Introduction to Austrian Sign Language and Deaf Culture	064.010	VU	W	1.0	https://tiss.tuwien.ac.at/course/courseDetails.xhtml?courseNr=064010&semester=2024W	Modul Freie Wahlfächer und Transferable Skills
TSK	Accompanying lecture: Supporting deaf and hard of hearing students	064.008	UE	S	3.0	https://tiss.tuwien.ac.at/course/courseDetails.xhtml?courseNr=064008&semester=2025S	Modul Freie Wahlfächer und Transferable Skills
TSK	Accompanying lecture: Supporting deaf and hard of hearing students	064.008	UE	W	3.0	https://tiss.tuwien.ac.at/course/courseDetails.xhtml?courseNr=064008&semester=2024W	Modul Freie Wahlfächer und Transferable Skills
TSK	IT Projects for Youth	192.058	UE	S	1.5	https://tiss.tuwien.ac.at/course/courseDetails.xhtml?courseNr=192058&semester=2025S	Modul Freie Wahlfächer und Transferable Skills
TSK	IT Projects for Youth	192.058	UE	W	1.5	https://tiss.tuwien.ac.at/course/courseDetails.xhtml?courseNr=192058&semester=2024W	Modul Freie Wahlfächer und Transferable Skills
TSK	Creativity Engineering	015.100	VO	W	3.0	https://tiss.tuwien.ac.at/course/courseDetails.xhtml?courseNr=015100&semester=2024W	Modul Freie Wahlfächer und Transferable Skills
TSK	Leadership Competency Coaching 1	188.383	SE	W	3.0	https://tiss.tuwien.ac.at/course/courseDetails.xhtml?courseNr=188383&semester=2024W	Modul Freie Wahlfächer und Transferable Skills
TSK	Gruppendynamisches Seminar	314.018	SE	S	3.0	https://tiss.tuwien.ac.at/course/courseDetails.xhtml?courseNr=314018&semester=2025S	Modul Freie Wahlfächer und Transferable Skills
TSK	Management and Leadership	330.144	VU	S	3.0	https://tiss.tuwien.ac.at/course/courseDetails.xhtml?courseNr=330144&semester=2025S	Modul Freie Wahlfächer und Transferable Skills
TSK	Softskills for technicians	181.208	VU	S	3.0	https://tiss.tuwien.ac.at/course/courseDetails.xhtml?courseNr=181208&semester=2025S	Modul Freie Wahlfächer und Transferable Skills
TSK	Softskills for technicians	181.208	VU	W	3.0	https://tiss.tuwien.ac.at/course/courseDetails.xhtml?courseNr=181208&semester=2024W	Modul Freie Wahlfächer und Transferable Skills
TSK	Softskills for technicians communication of science and Co-creation	299.001	VU	W	3.0	https://tiss.tuwien.ac.at/course/courseDetails.xhtml?courseNr=299001&semester=2024W	Modul Freie Wahlfächer und Transferable Skills
TSK	Leadership Competency Coaching 2	188.472	SE	W	3.0	https://tiss.tuwien.ac.at/course/courseDetails.xhtml?courseNr=188472&semester=2024W	Modul Freie Wahlfächer und Transferable Skills
TSK	IT Projects for Youth	192.055	PR	S	3.0	https://tiss.tuwien.ac.at/course/courseDetails.xhtml?courseNr=192055&semester=2025S	Modul Freie Wahlfächer und Transferable Skills
TSK	IT Projects for Youth	192.055	PR	W	3.0	https://tiss.tuwien.ac.at/course/courseDetails.xhtml?courseNr=192055&semester=2024W	Modul Freie Wahlfächer und Transferable Skills
TSK	Inspirational Leadership in the 21st century	330.260	VU	S	3.0	https://tiss.tuwien.ac.at/course/courseDetails.xhtml?courseNr=330260&semester=2025S	Modul Freie Wahlfächer und Transferable Skills
TSK	Inspirational Leadership in the 21st century	330.260	VU	W	3.0	https://tiss.tuwien.ac.at/course/courseDetails.xhtml?courseNr=330260&semester=2024W	Modul Freie Wahlfächer und Transferable Skills
TSK	Collaboration and Co-Creation	064.045	VU	S	3.0	https://tiss.tuwien.ac.at/course/courseDetails.xhtml?courseNr=064045&semester=2025S	Modul Freie Wahlfächer und Transferable Skills
TSK	Self-Coaching	064.046	VU	S	2.0	https://tiss.tuwien.ac.at/course/courseDetails.xhtml?courseNr=064046&semester=2025S	Modul Freie Wahlfächer und Transferable Skills
TSK	Resource management and resilience	060.009	VU	W	2.0	https://tiss.tuwien.ac.at/course/courseDetails.xhtml?courseNr=060009&semester=2024W	Modul Freie Wahlfächer und Transferable Skills
TSK	Transferable Skill - Multidisciplinary Communication in Engineering Projects	330.301	UE	S	4.5	https://tiss.tuwien.ac.at/course/courseDetails.xhtml?courseNr=330301&semester=2025S	Modul Freie Wahlfächer und Transferable Skills
TSK	Transferable Skill - Multidisciplinary Communication in Engineering Projects	330.301	UE	W	4.5	https://tiss.tuwien.ac.at/course/courseDetails.xhtml?courseNr=330301&semester=2024W	Modul Freie Wahlfächer und Transferable Skills
TSK	TU.impact – the buddy program of the TU Wien	064.003	SE	S	3.0	https://tiss.tuwien.ac.at/course/courseDetails.xhtml?courseNr=064003&semester=2025S	Modul Freie Wahlfächer und Transferable Skills
TSK	TU.impact – the buddy program of the TU Wien	064.003	SE	W	3.0	https://tiss.tuwien.ac.at/course/courseDetails.xhtml?courseNr=064003&semester=2024W	Modul Freie Wahlfächer und Transferable Skills
TSK	Accompanying seminar for mentors of the TUW mentoring program	064.012	SE	S	3.0	https://tiss.tuwien.ac.at/course/courseDetails.xhtml?courseNr=064012&semester=2025S	Modul Freie Wahlfächer und Transferable Skills
TSK	Accompanying seminar for mentors of the TUW mentoring program	064.012	SE	W	3.0	https://tiss.tuwien.ac.at/course/courseDetails.xhtml?courseNr=064012&semester=2024W	Modul Freie Wahlfächer und Transferable Skills
TSK	Accompanying seminar for mentors of the TUW mentoring program – short term	064.023	SE	W	1.0	https://tiss.tuwien.ac.at/course/courseDetails.xhtml?courseNr=064023&semester=2024W	Modul Freie Wahlfächer und Transferable Skills
TSK	Awareness and meditation I	064.004	VU	W	3.0	https://tiss.tuwien.ac.at/course/courseDetails.xhtml?courseNr=064004&semester=2024W	Modul Freie Wahlfächer und Transferable Skills
TSK	Awareness and meditation II	064.013	VU	S	3.0	https://tiss.tuwien.ac.at/course/courseDetails.xhtml?courseNr=064013&semester=2025S	Modul Freie Wahlfächer und Transferable Skills
TSK	Mental resilience for students	251.178	UE	W	2.0	https://tiss.tuwien.ac.at/course/courseDetails.xhtml?courseNr=251178&semester=2024W	Modul Freie Wahlfächer und Transferable Skills
TSK	Collaborative work within the framework of the Sustainable Development Goals	064.011	VU	S	3.0	https://tiss.tuwien.ac.at/course/courseDetails.xhtml?courseNr=064011&semester=2025S	Modul Freie Wahlfächer und Transferable Skills
TSK	Introduction to management and leadership for technicians	064.032	VU	S	3.0	https://tiss.tuwien.ac.at/course/courseDetails.xhtml?courseNr=064032&semester=2025S	Modul Freie Wahlfächer und Transferable Skills
TSK	Deep Dives: Management and leadership for technicians	060.019	VU	W	3.0	https://tiss.tuwien.ac.at/course/courseDetails.xhtml?courseNr=060019&semester=2024W	Modul Freie Wahlfächer und Transferable Skills
TSK	Communication and rhetoric	181.200	SE	S	3.0	https://tiss.tuwien.ac.at/course/courseDetails.xhtml?courseNr=181200&semester=2025S	Modul Freie Wahlfächer und Transferable Skills
TSK	Communication and rhetoric	181.200	SE	W	3.0	https://tiss.tuwien.ac.at/course/courseDetails.xhtml?courseNr=181200&semester=2024W	Modul Freie Wahlfächer und Transferable Skills
TSK	Getting agreement in negotiations	352.031	VU	W	3.0	https://tiss.tuwien.ac.at/course/courseDetails.xhtml?courseNr=352031&semester=2024W	Modul Freie Wahlfächer und Transferable Skills
TSK	Rhetoric body language and training in assertiveness and argumentation	352.490	VU	W	3.0	https://tiss.tuwien.ac.at/course/courseDetails.xhtml?courseNr=352490&semester=2024W	Modul Freie Wahlfächer und Transferable Skills
TSK	Presentations I (for Civil Engineers)	242.016	SE	W	3.0	https://tiss.tuwien.ac.at/course/courseDetails.xhtml?courseNr=242016&semester=2024W	Modul Freie Wahlfächer und Transferable Skills
TSK	Presentations II (for Civil Engineers)	242.017	SE	W	3.0	https://tiss.tuwien.ac.at/course/courseDetails.xhtml?courseNr=242017&semester=2024W	Modul Freie Wahlfächer und Transferable Skills
TSK	How to Illustrate Engineering by Means of Audiovisual Media	064.026	VU	S	2.0	https://tiss.tuwien.ac.at/course/courseDetails.xhtml?courseNr=064026&semester=2025S	Modul Freie Wahlfächer und Transferable Skills
TSK	How to Illustrate Engineering by Means of Audiovisual Media	064.026	VU	W	2.0	https://tiss.tuwien.ac.at/course/courseDetails.xhtml?courseNr=064026&semester=2024W	Modul Freie Wahlfächer und Transferable Skills
TSK	Communication techniques	184.004	SE	W	1.5	https://tiss.tuwien.ac.at/course/courseDetails.xhtml?courseNr=184004&semester=2024W	Modul Freie Wahlfächer und Transferable Skills
TSK	Technology exploitation	015.082	VO	S	1.5	https://tiss.tuwien.ac.at/course/courseDetails.xhtml?courseNr=015082&semester=2025S	Modul Freie Wahlfächer und Transferable Skills
TSK	Technology exploitation	015.082	VO	W	1.5	https://tiss.tuwien.ac.at/course/courseDetails.xhtml?courseNr=015082&semester=2024W	Modul Freie Wahlfächer und Transferable Skills
TSK	Entrepreneurship for innovative corporations and high-tech start-ups	064.031	VO	S	3.0	https://tiss.tuwien.ac.at/course/courseDetails.xhtml?courseNr=064031&semester=2025S	Modul Freie Wahlfächer und Transferable Skills
TSK	Ecology and Sustainable Development	164.225	VO	S	3.0	https://tiss.tuwien.ac.at/course/courseDetails.xhtml?courseNr=164225&semester=2025S	Modul Freie Wahlfächer und Transferable Skills
TSK	Private Law	265.003	VO	W	3.0	https://tiss.tuwien.ac.at/course/courseDetails.xhtml?courseNr=265003&semester=2024W	Modul Freie Wahlfächer und Transferable Skills
TSK	Expert law	265.727	VO	W	3.0	https://tiss.tuwien.ac.at/course/courseDetails.xhtml?courseNr=265727&semester=2024W	Modul Freie Wahlfächer und Transferable Skills
TSK	Industrial property rights for technicians	360.012	VO	S	1.5	https://tiss.tuwien.ac.at/course/courseDetails.xhtml?courseNr=360012&semester=2025S	Modul Freie Wahlfächer und Transferable Skills
TSK	European Union - Institutions, Policies and Future Challenges	164.287	VO	W	2.0	https://tiss.tuwien.ac.at/course/courseDetails.xhtml?courseNr=164287&semester=2024W	Modul Freie Wahlfächer und Transferable Skills
TSK	Organisational Lab	330.136	UE	S	4.0	https://tiss.tuwien.ac.at/course/courseDetails.xhtml?courseNr=330136&semester=2025S	Modul Freie Wahlfächer und Transferable Skills
TSK	Contract and liability law	265.076	VU	S	3.0	https://tiss.tuwien.ac.at/course/courseDetails.xhtml?courseNr=265076&semester=2025S	Modul Freie Wahlfächer und Transferable Skills
TSK	Contract and liability law	265.076	VU	W	3.0	https://tiss.tuwien.ac.at/course/courseDetails.xhtml?courseNr=265076&semester=2024W	Modul Freie Wahlfächer und Transferable Skills
TSK	Management for civil engineers	123.630	VO	W	3.0	https://tiss.tuwien.ac.at/course/courseDetails.xhtml?courseNr=123630&semester=2024W	Modul Freie Wahlfächer und Transferable Skills
TSK	Innovation Lab - Smart Innovation	330.250	VU	S	4.0	https://tiss.tuwien.ac.at/course/courseDetails.xhtml?courseNr=330250&semester=2025S	Modul Freie Wahlfächer und Transferable Skills
TSK	E&I Garage - Business Model Development	330.255	VU	S	5.0	https://tiss.tuwien.ac.at/course/courseDetails.xhtml?courseNr=330255&semester=2025S	Modul Freie Wahlfächer und Transferable Skills
TSK	How to Invent a Robot - Product Development from the User Perspective	376.075	VU	S	5.0	https://tiss.tuwien.ac.at/course/courseDetails.xhtml?courseNr=376075&semester=2025S	Modul Freie Wahlfächer und Transferable Skills
TSK	How to Invent a Robot - Product Development from the User Perspective	376.075	VU	W	5.0	https://tiss.tuwien.ac.at/course/courseDetails.xhtml?courseNr=376075&semester=2024W	Modul Freie Wahlfächer und Transferable Skills
TSK	Transferable Skill - Account Management	330.302	UE	S	4.5	https://tiss.tuwien.ac.at/course/courseDetails.xhtml?courseNr=330302&semester=2025S	Modul Freie Wahlfächer und Transferable Skills
TSK	Transferable Skill - Account Management	330.302	UE	W	4.5	https://tiss.tuwien.ac.at/course/courseDetails.xhtml?courseNr=330302&semester=2024W	Modul Freie Wahlfächer und Transferable Skills
TSK	E-Tutoring, Moderation of E-Learning	015.087	VU	W	3.0	https://tiss.tuwien.ac.at/course/courseDetails.xhtml?courseNr=015087&semester=2024W	Modul Freie Wahlfächer und Transferable Skills
TSK	Ecological and Social Aspects in Chemistry	166.127	VO	S	3.0	https://tiss.tuwien.ac.at/course/courseDetails.xhtml?courseNr=166127&semester=2025S	Modul Freie Wahlfächer und Transferable Skills
TSK	Planning of IT Projects and Public Procurement Law	384.107	VO	W	2.25	https://tiss.tuwien.ac.at/course/courseDetails.xhtml?courseNr=384107&semester=2024W	Modul Freie Wahlfächer und Transferable Skills
TSK	Sustainability Challenge	253.179	VO	W	4.0	https://tiss.tuwien.ac.at/course/courseDetails.xhtml?courseNr=253179&semester=2024W	Modul Freie Wahlfächer und Transferable Skills
TSK	Communicating Science	064.027	VU	S	4.5	https://tiss.tuwien.ac.at/course/courseDetails.xhtml?courseNr=064027&semester=2025S	Modul Freie Wahlfächer und Transferable Skills
TSK	Communicating Science	064.027	VU	W	4.5	https://tiss.tuwien.ac.at/course/courseDetails.xhtml?courseNr=064027&semester=2024W	Modul Freie Wahlfächer und Transferable Skills
TSK	Foundations of scientific work	060.015	VU	W	3.0	https://tiss.tuwien.ac.at/course/courseDetails.xhtml?courseNr=060015&semester=2024W	Modul Freie Wahlfächer und Transferable Skills
TSK	Scientific work: Publishing and Dissemination	040.004	VU	W	3.0	https://tiss.tuwien.ac.at/course/courseDetails.xhtml?courseNr=040004&semester=2024W	Modul Freie Wahlfächer und Transferable Skills
TSK	Foundations of scientific work	064.041	VU	S	3.0	https://tiss.tuwien.ac.at/course/courseDetails.xhtml?courseNr=064041&semester=2025S	Modul Freie Wahlfächer und Transferable Skills
TSK	Science and the quest for knowledge	259.446	SE	W	1.0	https://tiss.tuwien.ac.at/course/courseDetails.xhtml?courseNr=259446&semester=2024W	Modul Freie Wahlfächer und Transferable Skills
TSK	Further Education and Lifelong Learning	015.118	VU	S	3.0	https://tiss.tuwien.ac.at/course/courseDetails.xhtml?courseNr=015118&semester=2025S	Modul Freie Wahlfächer und Transferable Skills
TSK	Talente Programm der TU Wien	064.001	VU	W	3.0	https://tiss.tuwien.ac.at/course/courseDetails.xhtml?courseNr=064001&semester=2024W	Modul Freie Wahlfächer und Transferable Skills
TSK	Das TU Talente - Programm für Studierende in Master- und Doktoratsstudien	064.005	VU	W	3.0	https://tiss.tuwien.ac.at/course/courseDetails.xhtml?courseNr=064005&semester=2024W	Modul Freie Wahlfächer und Transferable Skills
TSK	Searching prior art based on patent applications	064.048	VU	S	3.0	https://tiss.tuwien.ac.at/course/courseDetails.xhtml?courseNr=064048&semester=2025S	Modul Freie Wahlfächer und Transferable Skills
TSK	Scientific Work: Literature Research, Citations, and Academic Writing	040.003	SE	W	2.0	https://tiss.tuwien.ac.at/course/courseDetails.xhtml?courseNr=040003&semester=2024W	Modul Freie Wahlfächer und Transferable Skills
TSK	Introduction to scientific work	251.865	VU	W	2.0	https://tiss.tuwien.ac.at/course/courseDetails.xhtml?courseNr=251865&semester=2024W	Modul Freie Wahlfächer und Transferable Skills
