date	added or removed	module	title	code	type	semester	credits
2026-08-13	removed	TSK	Private Law	265.003	VO	W	3.0
2026-08-13	removed	TSK	Industrial property rights for technicians	360.012	VO	S	1.5
2026-08-13	removed	TSK	Contract and liability law	265.076	VU	W	3.0
2026-08-13	removed	TSK	Ecological and Social Aspects in Chemistry	166.127	VO	S	3.0
2026-08-13	removed	TSK	Communicating Science	064.027	VU	S	4.5
2026-08-13	removed	TSK	Communicating Science	064.027	VU	W	4.5
2026-08-13	removed	TSK	Foundations of scientific work	064.041	VU	S	3.0
2026-08-13	removed	TSK	Foundations of scientific work	064.041	VU	W	3.0
2026-08-13	removed	TSK	talente.programm at TU Wien (Bachelor’s Level)	064.001	VU	W	3.0
2026-08-13	removed	TSK	talente.programm at TU Wien (Master’s and Doctoral Level)	064.005	VU	W	3.0
2026-08-13	removed	TSK	Introduction to scientific work – building archaeology	251.865	VU	W	2.0
2026-08-13	removed	TSK	Data Literacy: 3D Visualisation in Virtual Reality	040.007	SE	W	3.0
2026-08-13	removed	TSK	Recent Research in the field of Ecology	259.646	VO	W	2.0
2026-08-13	removed	TSK	Creative and Sustainable Product, Service and Process Engineering	064.043	VU	S	3.0
2026-08-13	removed	TSK	TU Ambassador: Student Orientation at TU Wien	064.056	SE	S	3.0
2026-08-13	removed	TSK	TU Ambassador: Student Orientation at TU Wien	064.056	SE	W	3.0
2026-08-14	added	TSK	Coaching als Führungsinstrument 1 abgesagt	188.383	SE	W	3.0
2026-08-14	added	TSK	Coaching als Führungsinstrument 2 abgesagt	188.472	SE	W	3.0
2026-08-18	added	TSK	Technik für Menschen | Architektur: Konstruktion, Gesellschaft, Memoria	251.271	VU	W	3.0
2026-08-18	added	TSK	Bauen für Menschen | Wissensgeschichte :: Gesellschaft Kultur Architektur	251.276	VO	W	2.0
